TP,TM_FC,SEQ,TM_EQK,MSC,MT,LAT,LON,LOC,INT,REM,COR
3,201312022014,845,20131202200258.000,2.8,38.5600,126.1000,황해북도 사리원 동북동쪽 30km 지역,,피해예상 안됨. 상세분석 후 변경 가능,,=
2,201312031824,846,20131203181700.000,5.5,36.6000,141.6000,일본 이바라키현(혼슈) 미토 동북동쪽 104km 해역,,국내영향없음.,,
3,201312032102,847,20131203210039.000,2.5,35.6400,128.7200,경북 청도군 서남서쪽 2km 지역,,피해예상 안됨. 상세분석 후 변경 가능,,=
3,201312040638,848,20131204062812.000,2.2,38.4700,125.9400,황해북도 사리원 동남동쪽 16km 지역,,피해예상 안됨. 상세분석 후 변경 가능,,=
3,201312081643,849,20131208163825.000,2.8,33.4400,125.0900,제주 제주시 고산 서쪽 101km 해역,,피해예상 안됨. 상세분석 후 변경 가능,,=
3,201312131143,851,20131213114010.000,2.5,36.1000,129.0400,경북 영천시 북북동쪽 17km 지역,,피해예상 안됨. 상세분석 후 변경 가능,,=
2,201312141313,852,20131214130600.000,5.5,35.6000,140.8000,일본 지바현(혼슈) 지바 동쪽 63km 해역,,국내영향없음.,,
2,201312161430,853,20131216140400.000,5.1,31.1000,110.4000,중국 후베이성 이창시 서북서 97km 지역,,국내영향없음,,
3,201312191241,856,20131219123825.000,2.4,38.1500,127.0800,경기 연천군 북쪽 6km 지역,,피해예상 안됨. 상세분석 후 변경 가능,,=
2,201312210119,858,20131221011000.000,5.3,36.0000,140.2000,일본 도쿄 북동쪽 57km 지역,,국내영향없음.,,
2,201312231611,859,20131223155700.000,5.7,35.7000,142.2000,일본 이바라키현(혼슈) 미토 동남동쪽 172km 해역,,국내영향없음.,,
2,201312231838,860,20131223182500.000,5.8,35.7000,142.3000,일본 이바라키현(혼슈) 미토 동남동쪽 180km 해역,,국내영향없음.,,
2,201312311011,861,20131231100300.000,5.4,36.7000,140.7000,일본 이바라키현(혼슈) 미토 북북동쪽 42km 지역,,국내영향없음.,,
2,201401070408,1,20140107034939.000,6.1,25.3600,123.1900,대만 타이베이 동북동쪽 176km 해역,,국내영향없음,,
2,201401090332,2,20140109031500.000,5.6,24.6000,123.5000,일본 오키나와 이시가키 북서쪽 70km 해역,,국내영향없음.,,
2,201401201211,3,20140120115244.000,6.3,-40.6500,175.8600,뉴질랜드 웰링턴 북동쪽 115km 지역,,국내영향없음.,,
2,201401262326,4,20140126225543.000,6.0,38.2100,20.4300,그리스 아테네 서쪽 289km 지역(케팔로니아 섬),,국내영향없음.,,
3,201401290611,5,20140129060844.000,2.2,36.2300,128.8000,경북 의성군 남동쪽 16km 지역,,피해예상 안됨. 상세분석 후 변경 가능,,=
3,201402052309,6,20140205230557.000,2.8,38.3800,124.1900,북한 황해남도 용연군 장산곶 북서쪽 52km 해역,,피해예상 안됨. 상세분석 후 변경 가능,,=
2,201402060246,7,20140206023200.000,5.6,38.6000,142.4000,일본 미야기현(혼슈) 센다이 동북동쪽 138km 해역,,국내영향없음.,,
2,201402121843,9,20140212181949.000,6.8,35.9200,82.5600,중국 호탄 동남동쪽 269km 지역,,국내영향없음.,,
3,201402212119,10,20140221211721.000,2.3,35.0500,127.7400,전남 광양시 북북동쪽 13km 지역,,피해예상 안됨. 상세분석 후 변경 가능,,=
3,201402222103,12,20140222204425.000,2.3,38.3400,124.5400,북한 황해남도 용연군 장산곶 북북서쪽 27km 해역,,피해예상 안됨. 상세분석 후 변경 가능,,=
3,201402280334,13,20140228032006.000,2.3,38.6600,125.0700,남포(북한) 서남서쪽 34km 해역,,피해예상 안됨. 상세분석 후 변경 가능,,=
2,201403030522,14,20140303051100.000,6.6,27.4000,127.4000,일본 오키나와현 오키나와 북북서쪽 125km 해역,,국내영향없음.\n위 자료는 일본기상청(JMA) 분석결과임.\n,,=
3,201403111144,16,20140311113943.000,2.7,35.8600,128.4700,대구 달성군 서북서쪽 9km 지역,,피해예상 안됨. 상세분석 후 변경 가능,,=
2,201403140216,19,20140314020700.000,6.1,33.7000,131.9000,일본 오이타현(규슈) 오이타 북북동쪽 58km 해역,,위 자료는 일본기상청(JMA) 분석결과임.,,=
3,201403141312,20,20140314125927.000,2.5,39.4100,126.0900,북한 평안남도 성천 북북서쪽 21km 지역,,피해예상 안됨. 상세분석 후 변경 가능,,=
2,201403151823,21,20140315175920.000,6.2,-14.0600,-76.2300,페루 파라카스 남남동쪽 21km 지역,,국내영향없음.\n위 자료는 미지질조사소(USGS) 분석결과임.\n,,=
2,201403170643,22,20140317061633.000,7.0,-19.8400,-70.5700,칠레 이퀴크 북서쪽 61km 해역,,국내영향없음.\n위 자료는 미지질조사소(USGS) 분석결과임.\n,,=
2,201403192134,23,20140319211927.000,5.6,24.0500,122.2700,대만 타이베이 남동쪽 133km 해역,,국내영향없음.\n위 자료는 대만기상국(CWB) 분석결과임.,,=
3,201403281044,24,20140328104044.000,2.6,36.4700,127.9200,경북 상주시 서북서쪽 23km 지역,,피해예상 안됨. 상세분석 후 변경 가능,,=
3,201404010453,26,20140401044835.000,5.1,36.9500,124.5000,충남 태안군 서격렬비도 서북서쪽 100km 해역,,피해예상 안됨. 상세분석 후 변경 가능.,,=
3,201404010928,27,20140401092512.000,2.3,36.9500,124.5000,충남 태안군 서격렬비도 서북서쪽 100km 해역,,피해예상 안됨. 상세분석 후 변경 가능,,=
2,201404020906,28,20140402084648.000,8.0,-19.8000,-70.8000,칠레 이키케 북서쪽 83km 해역,,국내영향없음.\n위 자료는 미지질조사소(USGS) 분석결과임.\n,,=
2,201404030832,33,20140403082200.000,5.3,39.2000,141.8000,일본 이와테현(혼슈) 모리오카 남동쪽 79km 지역,,국내영향없음.\n위 자료는 일본기상청(JMA) 분석결과임\n,,=
2,201404031208,35,20140403114318.000,7.4,-20.5000,-70.4000,칠레 이키케 남서쪽 40km 해역,,국내영향없음.위자료는 미지질조사소(USGS) 분석결과임.\n* 이 지진은 4월 2일 8시 46분경 칠레 이키케 북서쪽 83km 해역에서 발생한 지진의 여진임.,,=
3,201404080622,36,20140408061916.000,2.6,37.0400,124.6200,충남 태안군 서격렬비도 서북서쪽 95km 해역,,피해예상 안됨. 상세분석 후 변경 가능\n,,=
2,201404110912,37,20140411082746.000,6.1,12.5400,-86.4700,니카라과 라레이나가 남동쪽 18km 지역,,국내영향없음.\n위 자료는 미지질조사소(USGS) 분석결과임\n,,=
2,201404111621,38,20140411160723.000,7.3,-6.6000,155.1000,파푸아뉴기니 팡구나 남서쪽 52km 해역,,국내영향없음.\n위 자료는 미지질조사소(USGS) 분석결과임.,,=
3,201404120148,39,20140412014448.000,2.4,33.5200,126.9000,제주 제주시 동쪽 34km 지역,,피해예상 안됨. 상세분석 후 변경 가능,,=
2,201404120544,40,20140412052911.000,6.6,11.6000,-86.1000,니카라과 난다이메 남남서쪽 18km 지역,,국내영향없음.\n위 자료는 미지질조사소(USGS) 분석결과임.\n,,=
2,201404130529,41,20140413051437.000,8.3,-11.3400,162.3400,솔로몬제도 키라키라 남남동쪽 108km 해역,,국내영향없음.\n위 자료는 미지질조사소(USGS) 분석결과임.\n,,=
3,201404131406,42,20140413140202.000,2.8,36.9800,124.5100,충남 태안군 서격렬비도 서북서쪽 100km 해역,,피해예상 안됨. 상세분석 후 변경 가능,,=
2,201404132154,44,20140413213618.000,7.7,-11.4800,162.0600,솔로몬제도 키라키라 남쪽 114km 해역,,국내영향없음.\n위 자료는 미지질조사소(USGS) 분석결과임.,,=
2,201404182349,48,20140418232729.000,7.5,17.5500,-100.9000,멕시코 아카풀코 북서쪽 130km 지역,,국내영향없음.\n위 자료는 미지질조사소(USGS) 분석결과임.\n,,=
2,201404192245,49,20140419222800.000,7.8,-6.7000,155.0000,파푸아뉴기니 팡구나 남서쪽 68km 해역,,국내영향없음.\n위 자료는 미지질조사소(USGS) 분석결과임.,,=
3,201404251217,56,20140425121439.000,2.3,35.9700,128.0400,경북 김천시 남남서쪽 19km 지역,,피해예상 안됨. 상세분석 후 변경 가능,,=
2,201405050528,58,20140505051800.000,6.2,35.0000,139.4000,일본 도쿄 남남서쪽 80km 해역,,국내영향없음.,,
2,201405052034,59,20140505200843.000,6.0,19.7000,99.6800,태국 치앙라이 남서쪽 27km,,국내영향없음.,,
2,201405090216,63,20140509020016.000,6.8,17.2000,-100.8000,멕시코 테크판 데 갈레아나 서남서쪽 13 km 지역,,국내영향없음.,,
2,201405101659,72,20140510163603.000,6.0,17.2600,-100.7500,멕시코 테크판 데 갈레아나 서쪽 14km 지역,,국내영향없음.,,
3,201405150851,73,20140515084649.000,3.5,32.9400,126.0700,제주 제주시 고산 남남서쪽 40km 해역,,피해예상 안됨. 상세분석 후 변경 가능,,=
2,201405210945,74,20140521092114.000,5.9,23.7400,121.4500,대만 화롄 남남서쪽 33km 지역,,국내영향없음,,
2,201405301102,75,20140530102015.000,5.9,24.9800,97.8700,중국 잉장현 북북서쪽 35 km 지역,,국내영향없음.,,
3,201406051333,76,20140605132911.000,2.3,35.9700,128.6200,대구 동구 북쪽 10km 지역,,피해예상 안됨. 상세분석 후 변경 가능,,=
2,201406071359,78,20140607134334.000,6.0,67.8800,-162.3800,알라스카 노아턱 북동쪽 42km 지역,,국내영향없음.,,
3,201406080409,79,20140608040531.000,2.6,33.5200,125.9600,제주 제주시 고산 북서쪽 31km 해역,,피해예상 안됨. 상세분석 후 변경 가능.,,=
2,201406081431,82,20140608142400.000,5.2,39.1000,141.8000,일본 이와테현(혼슈) 모리오카 남동쪽 87km 지역,,국내영향없음.,,
2,201406150239,96,20140615023100.000,5.5,39.4000,141.1000,일본 이와테현(혼슈) 모리오카 남쪽 34km 지역,,국내영향없음.,,
2,201406160329,97,20140616031900.000,5.6,36.6000,141.9000,일본 이바라키현(혼슈) 미토 동쪽 130km 해역,,국내영향없음.,,
2,201406160523,98,20140616051400.000,5.8,37.1000,141.2000,일본 후쿠시마현(혼슈) 후쿠시마 남동쪽 98km 해역,,국내영향없음.,,
2,201406162128,99,20140616210111.000,6.1,67.7000,-162.0000,알라스카 노아턱 동북동쪽 31km 지역,,국내영향없음.,,
3,201406181002,101,20140618095921.000,2.1,35.9100,128.6600,대구 동구 북동쪽 4km 지역,,피해예상 안됨. 상세분석 후 변경 가능.,,=
3,201406210844,102,20140621082930.000,2.6,38.7700,125.8900,황해북도 송림 동쪽 22km 지역,,피해예상 안됨. 상세분석 후 변경 가능.,,=
2,201406240439,103,20140624041916.000,7.2,-30.1000,-177.0000,뉴질랜드 라울섬 남동쪽 126km 해역,,국내영향없음.,,
2,201406240616,104,20140624055310.000,8.0,51.8000,178.7600,알라스카 리틀 시트킨섬 남동쪽 24km 해역,,국내영향없음.,,
2,201406291516,105,20140629145600.000,6.2,24.6000,142.2000,일본 이오지마 동남동쪽 91km 해역,,국내영향없음.,,
2,201406291724,106,20140629165257.000,7.1,-55.5600,-28.5700,아르헨티나 우수아이아 동남동쪽 2,497km 해역,,국내영향없음.,
2,201407010506,116,20140701045600.000,6.1,28.5000,139.5000,일본 도쿄 남쪽 800km 해역,,국내영향없음.,,
3,201407032200,119,20140703215711.000,3.5,35.6600,129.7600,울산 동구 동북동쪽 35km 해역,,피해예상 안됨. 상세분석 후 변경 가능,,=
3,201407032210,123,20140703220437.000,2.6,35.6600,129.8200,울산 동구 동북동쪽 40km 해역,,피해예상 안됨. 상세분석 후 변경 가능.,,=
3,201407040015,129,20140704001151.000,2.5,35.6500,129.8100,울산 동구 동북동쪽 39km 해역,,피해예상 안됨. 상세분석 후 변경 가능.,,
3,201407040417,141,20140704041315.000,2.9,35.6600,129.7800,울산 동구 동북동쪽 37km 해역,,피해예상 안됨. 상세분석 후 변경 가능.,,
3,201407040630,143,20140704062726.000,2.2,34.5100,125.4100,전남 신안군 흑산면 남남서쪽 17km 해역,,피해예상 안됨. 상세분석 후 변경 가능.,,=
2,201407050752,149,20140705074200.000,5.8,39.7000,142.2000,일본 후쿠시마현 후쿠시마 북동쪽 263km 해역,,국내영향없음.,,
2,201407072044,150,20140707202358.000,7.1,14.8000,-92.6000,멕시코 마자탄 서남서쪽 17km 해역,,국내영향없음.,,
2,201407081822,151,20140708180500.000,5.8,42.7000,141.3000,일본 홋카이도 삿포로 남쪽 40km 지역,,국내영향없음.,,
2,201407120434,156,20140712042200.000,6.8,37.0000,142.6000,일본 이바라키현(혼슈) 미토 동북동쪽 203km 해역,,국내영향없음.,,
2,201407210344,165,20140721033300.000,6.2,44.7000,148.3000,일본 홋카이도 구시로 동북동쪽 368km 영역,,국내영향없음.,,
2,201407292012,166,20140729194615.000,6.3,17.8400,-95.5200,멕시코 아카유칸 서쪽 65km 지역,,국내영향없음.,,
3,201408020135,167,20140802013227.000,2.2,37.4000,127.2000,경기 광주시 서남서쪽 5km 지역,,피해예상 안됨. 상세분석 후 변경 가능.,,=
2,201408030940,169,20140803092159.000,7.2,0.9000,146.2000,파푸아뉴기니 로렌가우 북북서쪽 334km 해역,,국내영향없음.,,
2,201408031754,170,20140803173013.000,6.1,27.2500,103.4300,중국 웬핑 서북서쪽 11km 지역,,국내영향없음.,,
3,201408050636,177,20140805061640.000,2.5,40.0500,127.4400,함경남도 신흥 동북동쪽 3km 지역,,피해예상 안됨. 상세분석 후 변경 가능.,,=
2,201408101253,178,20140810124300.000,6.1,41.1000,142.3000,일본 아오모리현(혼슈) 아오모리 동북동쪽 134km 해역,,국내영향없음.,,
3,201408101815,180,20140810180705.000,2.1,38.1600,126.6400,개성(북한) 북북동쪽 22km 지역,,피해예상 안됨. 상세분석 후 변경 가능.,,=
3,201408160056,181,20140816005142.000,2.1,33.5900,126.5800,제주 제주시 북북동쪽 11km 해역,,피해예상 안됨. 상세분석 후 변경 가능.,,=
3,201408180516,184,20140818051355.000,2.1,36.5700,125.6400,충남 태안군 서격렬비도 동남동쪽 10km 해역,,피해예상 안됨. 상세분석 후 변경 가능.,,=
2,201408181157,185,20140818113205.000,6.2,32.7400,47.6700,이란 압다난 남동쪽 36km 지역,,국내영향없음.,,
2,201408181503,186,20140818142550.000,6.0,32.6500,47.7500,이란 압다난 남동쪽 48km 지역,,국내영향없음.,,
3,201408212234,188,20140821223043.000,2.7,33.8700,127.8300,전남 여수시 거문도 동남동쪽 51km 해역,,피해예상 안됨. 상세분석 후 변경 가능.,,=
2,201408240759,189,20140824073223.000,6.6,-32.7000,-71.3900,칠레 산티아고 북서쪽 108km 지역,,국내영향없음.,,
2,201408241940,190,20140824192044.000,6.0,38.2100,-122.3200,미국 샌프란시스코 북북동쪽 50km 지역,,국내영향없음.,,
2,201408250833,191,20140825082141.000,6.8,-15.0400,-74.0300,페루 나즈카 동남동쪽 101km 지역,,국내영향없음.,,
2,201408290422,193,20140829041400.000,6.1,32.1000,132.2000,일본 미야자키현(규슈) 미야타키 동북동쪽 77km 해역,,국내영향없음.,,
2,201409031631,194,20140903162400.000,5.2,36.9000,139.5000,일본 도치기현(혼슈) 우쓰노미야 북서쪽 51km 지역,,국내영향없음.,,
3,201409090028,197,20140909002400.000,2.2,35.6800,129.3800,경북 경주시 남동쪽 23km 지역,,피해예상 안됨. 상세분석 후 변경 가능.,,=
2,201409161236,198,20140916122800.000,5.6,36.1000,139.9000,일본 도쿄 북동쪽 50km 지역,,국내영향없음.,,
2,201409171527,199,20140917151449.000,7.1,13.7400,144.5400,괌 하갓냐 북서쪽 37km 해역,,국내영향없음.,,
3,201409231530,201,20140923152758.000,3.5,35.8000,129.4100,경북 경주시 동남동쪽 18km 지역,,피해예상 안됨. 상세분석 후 변경 가능.,,=
2,201409242039,203,20140924201612.000,6.2,-23.8500,-66.5500,아르헨티나 산살바도르 서북서쪽 133km 지역,,국내영향없음.,,
3,201409250231,208,20140925022643.000,3.8,35.0700,129.9400,울산 동구 남동쪽 67km 해역,,피해예상 안됨,,=
2,201409260315,209,20140926025117.000,6.2,61.9700,-151.7900,미국 알래스카 앵커리지 북서쪽 130km 지역,,국내영향없음.,,
3,201409282138,211,20140928213244.000,3.2,37.2400,126.4400,인천 옹진군 남서쪽 30km 지역,,이 지진정보는 자동계기분석 결과이며 상세분석 후 변경될 수 있음.,,
3,201410011636,212,20141001163410.000,2.2,36.6700,125.4400,충남 태안군 서격렬비도 북서쪽 11km 해역,,피해예상 안됨,,=
2,201410031006,213,20141003095700.000,5.5,40.2000,142.6000,일본 이와테현(혼슈) 모리오카 동북동쪽 135km 해역,,국내영향없음.,,
3,201410070200,215,20141007015716.000,3.0,33.2500,125.9500,제주 제주시 고산 서남서쪽 20km 해역,,피해예상 안됨,,=
2,201410072329,216,20141007224940.000,6.0,23.4100,100.5200,중국 린창시 남동쪽 70km 지역,,위 자료는 미지질조사소(USGS) 분석결과임.,,=
2,201410111144,217,20141011113600.000,6.1,41.0000,143.2000,일본 아오모리현(혼슈) 아오모리 동쪽 207km 해역,,국내영향없음.,,
2,201410111429,218,20141011142000.000,5.6,40.9000,143.2000,일본 아오모리현(혼슈) 아오모리 동쪽 206km 해역,,국내영향없음.,,
3,201410112213,219,20141011221130.000,2.3,37.7300,129.4300,강원 동해시 북동쪽 36km 해역,,피해예상 안됨,,=
2,201410141323,220,20141014125138.000,7.4,12.6100,-88.0700,엘살바도르 인티푸카 남쪽 64km 해역,,국내영향없음.,,
2,201410160902,222,20141016085300.000,5.9,32.1000,140.7000,일본 가나가와현(혼슈) 요코하마 남남동쪽 384km 해역,,국내영향없음.,,
3,201410191959,225,20141019195717.000,2.2,36.4400,128.2000,경북 상주시 북동쪽 5km 지역,,피해예상 안됨,,=
3,201410202118,226,20141020211529.000,2.2,33.6800,125.8800,제주 제주시 고산 북북서쪽 50km 해역,,피해예상 안됨,,=
3,201410210635,228,20141021063322.000,2.3,35.2100,129.4900,부산 기장군 동쪽 24km 해역,,피해예상 안됨,,=
2,201410220925,230,20141022091500.000,5.5,27.4000,128.7000,일본 오키나와현 오키나와 북동쪽 166km 해역,,국내영향없음.,,
3,201410241404,233,20141024140022.000,2.2,34.6700,128.7500,경남 통영시 매물도 동쪽 16km 해역,,피해예상 안됨,,=
3,201410281910,234,20141028190707.000,2.2,37.9900,125.3900,황해남도 옹진 북북동쪽 7km 지역,,피해예상 안됨,,=
3,201411060427,235,20141106042516.000,2.3,37.2300,126.4400,인천 옹진군 남서쪽 31km 해역,,피해예상 안됨,,=
3,201411061452,237,20141106144849.000,2.3,33.3400,125.8900,제주 제주시 고산 서북서쪽 26km 해역,,피해예상 안됨.,,=
3,201411150338,238,20141115033139.000,2.3,38.7800,126.3400,황해북도 신계 북북서쪽 36km 지역,,피해예상 안됨,,=
2,201411151146,239,20141115113139.000,7.3,1.9400,126.6500,인도네시아 테르나테 북북서쪽 150km 해역,,국내영향없음.,,
2,201411222215,241,20141122220800.000,6.8,36.7000,137.9000,일본 나가노현(혼슈) 나가노 서북서쪽 27km 지역,,국내영향없음.,,
2,201411262350,244,20141126233347.000,7.0,1.9000,126.6000,인도네시아 테르나테 북서쪽 150km 해역,,국내영향없음.,,
2,201412060112,246,20141206010200.000,5.1,35.5000,135.7000,일본 교토부(혼슈) 교토 북쪽 55km 지역,,국내영향없음.,,
3,201412080532,249,20141208052857.000,3.3,34.7500,127.1700,전남 보성군 동남동쪽 8km 지역,,피해예상 안됨,,=
3,201412101038,250,20141210102039.000,2.9,39.6800,124.7900,평안북도 철산 남동쪽 14km 해역,,자연지진임.,,=
2,201412110618,251,20141211060338.000,6.8,25.7000,122.1700,대만 타이베이 북동쪽 104km 해역,,국내영향없음,,
3,201412150932,252,20141215090800.000,2.1,39.1000,126.6000,평안남도 양덕 남남서쪽 12km 지역,,자연지진으로 분석됨,,=
2,201412201839,253,20141220183000.000,5.8,37.4000,141.6000,일본 후쿠시마현 후쿠시마 동남동쪽 107km 해역,,국내영향없음.,,
3,201412242036,254,20141224203319.000,2.1,35.8900,127.3300,전북 완주군 동쪽 15km 지역,,피해예상 안됨,,=
2,201412250840,255,20141225080600.000,5.5,37.2000,141.6000,일본 후쿠시마현(혼슈) 후쿠시마 동남동쪽 117km 해역,,국내영향없음.,,
3,201412301539,256,20141230153634.000,2.6,35.2500,124.7700,전남 신안군 흑산면 북서쪽 92km 해역,,피해예상 안됨,,=
3,201501061335,1,20150106130640.000,2.6,38.4300,126.2800,황해북도 평산 북서쪽 15km 지역,,피해예상 안됨,,=
2,201501071408,2,20150107134833.000,5.4,24.2600,121.7000,대만 타이베이 남남동쪽 86km 지역,,국내영향없음,,
3,201501082018,4,20150108201518.000,3.5,37.5100,125.6300,인천 옹진군 연평도 남남서쪽 18km 해역,,피해예상 안됨,,=
2,201501251955,5,20150125194200.000,5.7,29.3000,140.1000,일본 시즈오카현(혼슈) 시즈오카 남남동쪽 651km 해역,,국내영향없음.,,
3,201501310513,7,20150131051005.000,2.2,36.6000,129.4500,경북 영덕군 북북동쪽 22km 해역,,피해예상 안됨,,=
2,201502022027,8,20150202194948.000,6.3,-32.7200,-67.0600,아르헨티나 라푼타 북서쪽 87km 지역,,국내영향없음.,,
3,201502031957,10,20150203195453.000,2.1,33.6100,127.5700,전남 여수시 거문도 남남동쪽 52km 해역,,피해예상 안됨,,=
2,201502061035,11,20150206102500.000,5.0,33.7000,134.4000,일본 시코쿠 도쿠시마 남남서쪽 44km 지역,,국내영향없음.,,
2,201502120415,12,20150212035720.000,6.9,-23.1600,-67.1800,칠레 산페드로 드 아타카마 동남동쪽 109km 지역,,국내영향없음.,,
2,201502140523,13,20150214050630.000,6.1,22.6600,121.4600,대만 카오슝 동쪽 125km 해역,,국내영향없음,,
2,201502170816,14,20150217080600.000,6.9,39.9000,144.5000,일본 이와테현(혼슈) 모리오카 동쪽 287km 해역,,국내영향없음.,,
2,201502171354,15,20150217134600.000,5.7,40.1000,142.1000,일본 이와테현(혼슈) 모리오카 동북동쪽 92km 해역,,국내영향없음.,,
3,201502191431,17,20150219142527.000,2.2,36.0400,125.0200,충남 태안군 서격렬비도 남서쪽 77km 해역,,피해예상 안됨,,=
2,201502201335,18,20150220132500.000,6.1,39.8000,143.7000,일본 이와테현(혼슈) 모리오카 동쪽 218km 해역,,국내영향없음.,,
2,201502211923,19,20150221191400.000,5.9,39.9000,143.6000,일본 이와테현(혼슈) 모리오카 동쪽 210km 해역,,국내영향없음.,,
3,201502230457,20,20150223045414.000,2.7,32.9600,126.2500,제주 제주시 고산 남남동쪽 38km 해역,,피해예상 안됨,,=
2,201502241138,21,20150224112900.000,5.9,39.6000,143.5000,일본 이와테현(혼슈) 모리오카 동쪽 201km 해역,,국내영향없음.,,
3,201503101313,22,20150310131035.000,2.7,37.3600,125.1500,인천 옹진군 연평도 남서쪽 59km 해역,,피해예상 안됨,,=
2,201503110624,23,20150311055543.000,6.2,6.8300,-73.0100,콜롬비아 보고타 북북동쪽 272km 지역,,국내영향없음.,,
3,201503191257,24,20150319125419.000,2.1,34.2100,128.2900,경남 통영시 욕지도 남쪽 48km 해역,,피해예상 안됨,,=
3,201503191622,25,20150319162017.000,2.4,36.4300,127.6500,충북 옥천군 북북동쪽 16km 지역,,피해예상 안됨,,=
2,201503231415,26,20150323135137.000,6.1,-18.4400,-69.3600,칠레 아리카 동쪽 99km 지역,,위 자료는 미지질조사소(USGS) 분석결과임.,,=
2,201503231925,27,20150323191350.000,6.0,23.7000,121.7600,대만 화련 남동쪽 35km 해역,,위 자료는 대만기상국(CWB) 분석결과임.,,=
2,201503250942,28,20150325093400.000,5.0,42.4000,143.1000,일본 홋카이도 구시로 서남서쪽 123km 지역,,국내영향없음.,,
2,201503300901,30,20150330084835.000,7.6,-4.7000,152.7000,파푸아뉴기니 타론 남서쪽 45km 해역,,국내영향없음.,,
3,201504131804,33,20150413180202.000,3.3,37.1800,125.4700,인천 옹진군 연평도 남남서쪽 58km 해역,,피해예상 안됨,,=
3,201504150413,34,20150415041000.000,2.9,35.1400,129.9300,울산 동구 남동쪽 61km 해역,,피해예상 안됨,,=
2,201504201057,35,20150420104200.000,6.3,24.0500,122.3700,대만 타이베이 남동쪽 139km 해역,,위 자료는 대만기상국(CWB) 분석결과임.,,
2,201504202102,37,20150420204516.000,5.8,24.1200,122.4100,대만 타이베이 남동쪽 136km 해역,,국내영향없음.,,
2,201504202111,38,20150420210001.000,5.7,24.0100,122.3900,대만 타이베이 남동쪽 144km 해역,,국내영향없음,,
3,201504241017,44,20150424101442.000,2.3,35.8800,129.6900,경북 포항시 남구 동남동쪽 33km 해역,,피해예상 안됨,,=
2,201504251535,45,20150425151125.000,7.5,28.1700,84.7300,네팔 카트만두 북서쪽 77km 지역,,국내영향없음.,,
2,201504260513,47,20150426050138.000,5.6,24.0300,122.4400,대만 타이베이 남동쪽 145km 해역,,국내영향없음,,
2,201504261625,49,20150426160909.000,6.7,27.7300,86.1500,네팔 카트만두 동쪽 81km 지역,,국내영향없음.,,
2,201504302004,52,20150430194506.000,6.8,-5.4000,151.9000,파푸아뉴기니 코코포 남남서쪽 122km 지역,,국내영향없음.,,
2,201504251627,46,20150425154521.000,6.6,28.1900,84.8700,네팔 카트만두 북서쪽 70km 지역,,국내영향없음.,,
3,201504210210,40,20150421020541.000,2.1,35.8800,129.7500,경북 포항시 남구 동남동쪽 38km 해역,,피해예상 안됨,,=
2,201505011719,53,20150501170606.000,7.1,-5.3000,151.8000,파푸아뉴기니 코코포 남남서쪽 116km 지역,,국내영향없음.,,
2,201505051057,55,20150505104405.000,7.5,-5.6000,152.1000,파푸아뉴기니 코코포 남쪽 139km 해역,,국내영향없음.,,
2,201505071626,56,20150507161022.000,7.2,-7.2400,154.6700,파푸아뉴기니 팡구나 남서쪽 136km 해역,,국내영향없음.,,
2,201505121627,57,20150512160519.000,7.4,27.8400,86.1500,네팔 카트만두 동쪽 83km 지역,,국내영향없음.,,
2,201505121706,58,20150512163653.000,6.3,27.6200,86.1700,네팔 카트만두 동쪽 83km 지역,,국내영향없음.,,
2,201505130622,59,20150513061300.000,6.6,38.9000,142.1000,일본 이와테현(혼슈) 모리오카 남동쪽 121km 해역,,국내영향없음.,,
2,201505220459,60,20150522043257.000,6.0,-9.7800,160.3300,솔로몬제도 호니아라 남동쪽 56km 지역,,국내영향없음.,,
2,201505251435,61,20150525142800.000,5.6,36.1000,139.6000,일본 사이타마현(혼슈) 사이타마 북쪽 27km 지역,,국내영향없음.,,
2,201505302038,62,20150530202400.000,8.5,27.9000,140.8000,일본 도쿄 남쪽 870km 해역,,위 자료는 일본기상청(JMA) 분석결과임.,,
2,201505310250,63,20150531022200.000,5.6,25.3000,140.5000,일본 도쿄 남쪽 1158km 해역,,국내영향없음.,,
2,201505310402,64,20150531034900.000,6.3,30.7000,143.0000,일본 도쿄 남남동쪽 634km 해역,,국내영향없음.,,
3,201506020103,65,20150602010129.000,2.0,36.7600,129.9800,경북 울진군 동남동쪽 57km 해역,,피해예상 안됨,,=
2,201506030619,66,20150603060500.000,6.0,27.9000,140.9000,일본 시즈오카현(혼슈) 시즈오카 남남동쪽 822km 해역,,국내영향없음.\n위 자료는 일본기상청(JMA) 분석결과임.\n,,=
2,201506040442,67,20150604043400.000,5.0,43.5000,144.1000,일본 홋카이도 구시로 북북서쪽 62km 지역,,국내영향없음.\n위 자료는 일본기상청(JMA) 분석결과임.\n,,=
2,201506050841,68,20150605081543.000,6.0,6.0800,116.5500,말레이시아 라나우 북서쪽 19km 지역,,국내영향없음.\n위 자료는 미지질조사소(USGS) 분석결과임.,,=
2,201506050841,68,20150605081543.000,6.0,6.0800,116.5500,말레이시아 라나우 북서쪽 19km 지역,,국내영향없음.\n위 자료는 미지질조사소(USGS) 분석결과임.,,=
3,201506072059,69,20150607205401.000,2.6,33.7800,126.1800,제주 제주시 북서쪽 45km 해역,,피해예상 안됨,,=
